entity,label,source_url,title
West,LOC,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Middle East.[123,LOC,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the 1960s,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Economy of Lebanon,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Banque du Liban,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Beirut Stock Exchange,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Middle East Airlines,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the United Nations Economic and Social Commission for Western Asia,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Union of Arab Banks,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Union of Arab Stock Exchanges.[126,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the end of 2012,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
2012,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Marwan Mikhael,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
BLOM Bank.[128,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Central Bank,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
3 September 1956,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
30 December 1993,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
26 August 1994,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the first of April 1975,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the National Deposit Guarantee Institution.[130,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Paris,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
"the Middle East"",[131",LOC,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Switzerland,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
recent times,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Arab League,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Britain,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Americas,LOC,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the United States).[135,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Roman era,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Saint George Bay,LOC,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Raouché,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Raouché Rocks,LOC,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
30s,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Village,LOC,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the swinging sixties.[citation,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Raouche,LOC,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
AUB,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
19th century,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Gemmayzeh,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the French era,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Saifi Village,LOC,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Travel + Leisure,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1950s,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
2008,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Guardian,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
The New York Times,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
MasterCard Index,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Condé Nast Traveller,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Tel Aviv,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Agency for Investment Development,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
2009,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Sahel General,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Clemenceau Medical Center,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
CMC,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Johns Hopkins International,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
"The Lebanese Parliament,[149",ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Beirut Governorate,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
ESCWA,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
The Arab Air Carriers' Organization,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Union of Arab Banks[154,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Union of Arab Stock Exchanges[155,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the World youth,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
The International Labour Organization,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
UNESCO,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
"United Nations Educational, Scientific and Cultural Organization)[157",ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
The Directorate General of Higher Education,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Université Saint-Joseph,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
USJ,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1866,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1875,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
The Lebanese University,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Lebanese American University,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
LAU,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
American University of Science and Technology,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
AUST,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
University of Balamand,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
École Supérieure des Affaires,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
ESA,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Beirut Arab University,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
BAU,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Haigazian University,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Lebanese International University,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
LIU,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Notre Dame University – Louaize,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
NDU,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Université La Sagesse,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Lycee Abdel Kader,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Grand Lycée Franco-Libanais,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Lycée Franco-Libanais Verdun,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
American Community School,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
International College,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Collège Louise Wegmann,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Rawdah High School,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
"Saint Mary's Orthodox College,[164",ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Collège Notre Dame de Nazareth,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Collège du Sacré-Coeur Gemmayzé,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Collège Protestant Français,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Armenian Evangelical Central High School,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
German School of Beirut,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Armenian Hamazkayin Arslanian College,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the American Board of Commissioners for Foreign Missions,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
"-
Saint Joseph University",ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Jesuits,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1989,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1955,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Global University,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1996,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Paris Chamber of Commerce,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Chambre de Commerce et d'Industrie de Paris,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Bank of Lebanon,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Beqaa,LOC,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Homs,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Office des Chemins de Fer et des Transports en Commun,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Lebanese Commuting Company,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
2017,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
2024,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Ahdab Commuting and Trading Company,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
ACTC,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Ministry of Transport,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Eastern Roman Empire,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Francophonie,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Arab League,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
2002,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
2007,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
every year,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the same year,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Gemmayze,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Mar Mikhael,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the medieval Mamluk period.[179,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
The Archaeological Museum,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the end of the 19th century,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Nicolas Sursock,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
The Robert Mouawad Private Museum,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Henri Pharaon's,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Planet Discovery,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
The Saint Joseph University,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
2000,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Arabic Middle East,LOC,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
October 2013,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Mim Museum,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Mim,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Middle-East,LOC,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Mémoire du Temps,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
some 100 million of years ago,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Lonely Planet,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
2010,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Mercer,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Middle Income,LOC,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
EuroCost International,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Middle East.[143,LOC,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
2013,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
7 December 2014,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Durban,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
La Paz,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Havana,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Kuala Lumpur,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Yahoo,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Travel and Leisure,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the year 2019,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
World Tourists.[citation,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
October 2019,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Télé Liban,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
LBC,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
ÓTV,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Orange TV,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
MTV Lebanon,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Tele Lumiere,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Catholic TV,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Future TV,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
New TV,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
NBN,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
ANB,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Saudi TV 1,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
MBC 1,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
MBC 4,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
MBC Action,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Al Jazeera,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Rotana,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
OSN First,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
OSN News,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Al Yawm,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Arabic Series Channel,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Radio Stations Mix FM Lebanon,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Virgin Radio Lebanon,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Radio One Lebanon,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Sawt el Ghad,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
RLL,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Jaras Scoop,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
NRJ Lebanon,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Daily Beirut,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
An-Nahar,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Al Joumhouria,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
As-Safir,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Al Mustaqbal,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Al-Akhbar,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Al-Balad,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Ad-Diyar,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Al Anwar,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Al Sharq,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
L'Orient Le Jour,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1970,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
La Revue Du Liban,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Al Balad-French Version,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Al Intiqad,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Magazine L'Hebdo,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Le Commerce du Levant,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Executive Magazine,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
weekly,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Beirut Online,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Beirut Times,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Monday Morning,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1959,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1957,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1997,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Sidon,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Lebanese Basketball League,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Sagesse,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Al Riyadi Beirut,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Homenetmen Beirut,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Hoops Club,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Beirut Club,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Dynamo Beirut,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
annual,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Golf Club of Lebanon,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Montreal,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Canada,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Mkalles,LOC,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Elie Saab,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Yara Farhat,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Reem Acra,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Zuhair Murad,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Georges Chakra,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Georges Hobeika,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Jean Faris,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Nicolas Jebran,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Rabih Kayrouz,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Abed Mahfouz,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Yazan Halwani,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Hamra,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Verdun,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Shakira,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Mariah Carey,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Enrique Iglesias,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Andrea Bocelli,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Pitbull,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Engelbert Humperdinck,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Scorpions,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Tawfiq Yusuf 'Awwad's,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1972,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Ghada al-Samman's,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1977,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the mid-1970s,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Nadine Labaki,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1982,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
William Henry Bartlett,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1838,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Letitia Elizabeth Landon,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Hamra,LOC,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1890,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Bairout,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Bairouth,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Bairut,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Beiroot,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Beirout,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Beirouth,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Berout,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Berut,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Beyroot,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Beyrout,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Beyrouth,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1934,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Faculty of Arts and Sciences,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the American University of Beirut.[18,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Berytos,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
200 BC,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the 2nd century BC,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Laodikeia,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Poseidon,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Astarte,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Laodikeia,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Canaan,LOC,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Antiochus IV Epiphanes,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Alexander I Balas,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Demetrius II Nicator,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Alexander II Zabinas,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
c. 123 BC,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Cooke,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Rachel,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
22 November 2006,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Athens,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
The Guardian,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
7 November 2022,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
8 March 2017,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
2 July 2021,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1 July 2022,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
unhabitat.org,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
United Nations Human Settlements Programme,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
