entity,label,source_url,title
16 November 2024,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Jones,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Daniel,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Roach,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Peter,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Setter,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Jane,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Esling,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
John,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Cambridge University Press,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
28 May 2019,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
The World Bank,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
30 September 2016,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
20 March 2016,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
GaWC –,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
16 January 2009,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Macalester College,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
VOA News,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Worldview,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
3 March 2016,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Antelava,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Natalia,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
10 May 2010,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
BBC News,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
5 August 2023,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
12 March 2025,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
The New Encyclopædia Britannica,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Macropædia,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Encyclopædia Britannica Inc.,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Chicago,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Lebanese Embassy,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
25 March 2009,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Wayback Machine,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Encyclopaedia Biblica,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Case Western Reserve University,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
George Albert,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Chisholm,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Hugh,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Berytus Archeological Studies,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
23 October 2007,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
6 December 2008,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
New York Times,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Jehl,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
"Feb. 23, 1997",DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
"Burkhalter, L.",ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Bulletin du Musée de Beyrouth,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Beyrouth,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Burkhalter L.,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Bibliographie préhistorique (,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1900,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
La Phénicie avant les phéniciens,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
P. Wescombe,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1965,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Stone-Age,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Peter. J. Wescombe,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Imprimerie Catholique,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
a b Bergy,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Auguste,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Ras Beyrouth,LOC,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Mélanges de l'Université Saint Joseph,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1932,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Raoul,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1921,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
"Karge, P.",ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Rephaim,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Die Vorgeschichtliche Kultur Palästinas und Phöniziens,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Paderborn,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
"Zumoffen, Godefroy.",ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
L'âge de la Pierre en Phénicie,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1898,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
"Lauffray, J.",ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Forums et monuments de Béryte,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
BULLETIN DU MUSEE DE BEYROUTH,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Nina Jidejian,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1973,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Dar el-Machreq,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
The Daily Star,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
25 June 2012,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
29 September 2018,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
25 August 2016,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Ralph K. Pederson,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
the Venus Towers Real Estate Development Company,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Philipps-Universität Marburg,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
30 May – 3 June 2012,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Justin Salhani,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
29 June 2012,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
23 November 2018,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
8 July 2012,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Curvers,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Stuart,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
The BCD Archaeology Project,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Bulletin d'Archéologie et d'Architecture Libanaises,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
13 October 2021,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
6 February 2014,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Cohen,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
23 April 2009,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
DownTownBeirut.com,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
17 November 2007,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
24 May 2009,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Martyrs' Square,LOC,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Institute for Classical Archaeology,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
23 July 2013,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Morgan,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
James F.,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Hall,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Linda Jones,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
6 February 2004,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Roman Berytus,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Taylor & Francis,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Britannica.com,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Hollerich,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Michael,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
22 June 2021,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Univ of California Press,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
7 March 2014,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Sbeinati,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Darawcheh R.,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Mouty M,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1365 B.C. to 1900 A.D.,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Annals of Geophysics,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Saida,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Ikamalebanon.com,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
28 June 2009,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
5 May 2009,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Perring,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Dominic,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Antiquaries Journal,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Beirut,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
23 February 2008,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
DHF Druze Heritage Foundation,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Wilson,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Charles William,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Hogarth,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
David George,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Encyclopædia Britannica.,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Moshe Sharon,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Jacques,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Edwin E.,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
30 January 2009,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Prehistoric Times to the Present,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
"McFarland, Incorporated",ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
4 October 2023,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
8 July 2023,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Küskü,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Fırat,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
2019,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
MÜSLÜMAN SEYYAHLARIN GÖZÜYLE BEYRUT ŞEHRİ,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1890-1914,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Sinop Üniversitesi Sosyal Bilimler Dergisi,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
21 October 2022,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
11 October 2022,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Fawaz,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Leila,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
International Journal of Middle East Studies,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Nov. 1984,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Hill,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Cambridge,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Blecher,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1861-1936,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Stanford University,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
16 March 2024,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
30 July 2022,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
15 September 2018,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
6 January 2009,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Schayegh,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Cyrus,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Harvard University Press,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Mass.,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Harvard university,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Massachusetts,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
1 January 2017,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
12 October 2016,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
BiblioBazaar,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Foreign Policy,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
The Independent,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
24 January 2007,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
josephhokayem,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
11 July 2012,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
30 August 2017,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
CDI Terrorism Project,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
2 April 2012,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
PBS.org,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
6 October 2001,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
24 August 2017,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
lebaneseforces.com,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
23 October 1983,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Sfeir,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Nagi,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Le cas libanais,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Journal of Settlements and Spatial Planning,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
9 October 2022,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
13 November 2007,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
LGIC,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
19 November 2007,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
The Winds of Change,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
23 December 2007,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
14 March 2005,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
27 March 2022,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
The Washington Post,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
22 November 2007,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Hariri,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
CNN International,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
26 April 2005,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
10 October 2016,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Voice of America,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
2 December 2008,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Jewish Virtual Library,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
18 December 2016,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
14 November 2016,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
21 May 2008,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
23 May 2015,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Wissam al-Hasan,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Ashrafiyeh,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Naharnet,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
17 November 2015,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
20 October 2012,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
5 October 2018,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
CNN,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
28 December 2013,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
ISIS,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
ABC News,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
11 July 2022,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Islamic State,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
First Post,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
13 November 2015,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
12 October 2017,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Urbina,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Ian,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
11 August 2020,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
San Francisco Chronicle,GPE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
2 July 2022,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
23 October 2020,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
USA Today,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Reuters,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
9 August 2020,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
29 October 2020,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
last week's,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
weeks,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
10 September 2020,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
11 September 2020,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Cappelen,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Jensen,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Jens,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Danish Meteorological Institute,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
16 January 2013,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
2 March 2013,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
4 February 2022,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Monthly,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
6 February 2016,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
20 January 2014,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Hume,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Tim,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Tawfeeq,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Mohammed,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
23 April 2008,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
12 April 2009,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
UNRWA,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
31 December 2006,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
9 April 2008,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
18 April 2008,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Sherifa Shafie,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
28 May 2008,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Sabra,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Chatila,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Sciences Po Violence de masse et Résistance - Réseau de recherche,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
29 April 2019,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
28 March 2023,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
14 October 2021,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Gustafsson,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Jenny,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
2 June 2015,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
25 February 2024,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Lebanese Ministry of Environment,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
2001,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
24 June 2015,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
8 June 2015,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
United Nations,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
17 January 2010,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
30 September 2014,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Encyclopedia of the Nations,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
13 January 2010,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
"Dec. 19, 2006",DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Khalaf,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Samir,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
28 May 2012,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Saqi,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
19 September 2020,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Bloomberg,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
cedarland,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
cedarland.org,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
26 April 2006,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
18 December 2012,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Lebanese Company for the Reconstruction of Beirut Central District –,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Solidere.com,ORG,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
10 June 2016,DATE,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Ryan,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
Amanda,PERSON,https://en.wikipedia.org/wiki/Beyrouth,Beirut - Wikipedia
